channel,sensor,slope,intercept
5.0,0.0,0.007458336674139415,-0.9267817094066241
5.0,1.0,0.00991437232775232,-1.1724348465820054
5.0,2.0,0.009775417533126749,-1.389102406271146
5.0,3.0,0.005424881037593019,-0.46788598311859453
5.0,4.0,0.0019339141186491319,0.05794744846151573
5.0,5.0,0.0009877383045989562,-0.5137418904244205
5.0,6.0,0.0,-0.4326408187832619
5.0,7.0,-0.004495831422112734,0.10932826461814871
5.0,8.0,-0.012705515946985003,2.107069331100016
5.0,9.0,-0.01861344171872405,2.6282426104063488
6.0,0.0,-0.024399658656341625,3.19564808951262
6.0,1.0,-0.005362656821234683,1.3186111087958616
6.0,2.0,0.0,-0.028789057342680377
6.0,3.0,0.0022073512172233667,-1.0393756095936868
6.0,4.0,0.0038155812207180907,-0.7184365487389235
6.0,5.0,0.005733033195897782,-1.0397549572098028
6.0,6.0,0.007759534717854751,-1.4027065434708819
6.0,7.0,0.006313431365058233,-0.8510624856673119
6.0,8.0,0.0050016548895329025,-0.5928123419180699
6.0,9.0,-0.0014526783161761352,1.158678345632898
7.0,0.0,0.011511836053651343,-1.585922971249631
7.0,1.0,0.006830372722943545,-1.0188935478638395
7.0,2.0,0.0,-0.22831352252311068
7.0,3.0,-0.0034204611617347246,0.2692508362935889
7.0,4.0,-0.004569399569279006,-0.06640040554187254
7.0,5.0,-0.003154220617131055,0.5004972419197673
7.0,6.0,-0.003625712836743698,0.7381661937038906
7.0,7.0,-0.0021989698782310754,0.4183565511604216
7.0,8.0,-0.0028944928780799085,0.7461974098295757
7.0,9.0,0.0,0.2270622142712122
8.0,0.0,-0.0033274905051485924,-4.458322820467334
8.0,1.0,-0.00362910627059316,-2.769551010782064
8.0,2.0,-0.002713994607799067,-2.1349374814769
8.0,3.0,-0.0006861950134688179,-0.7559374883650922
8.0,4.0,0.0011369286132481508,0.8921282714008929
8.0,5.0,0.0015139816091432393,1.9351293328710715
8.0,6.0,0.0020706582943664322,2.7384210855830853
8.0,7.0,0.002195142189677883,1.8477661310155469
8.0,8.0,0.0024243749962961875,1.537765869760336
8.0,9.0,0.0010157006942777516,1.167538110460438
9.0,0.0,0.0010325418413579346,-8.239439626167227
9.0,1.0,0.0007253930878397179,-6.150045602264526
9.0,2.0,0.0002593943020076617,-4.496568826107766
9.0,3.0,0.00025150398289823983,-1.8865186040484867
9.0,4.0,0.0,0.5701519216728962
9.0,5.0,-0.0003659675450341816,2.282945287155669
9.0,6.0,-0.0003202072202775491,2.8232864329635703
9.0,7.0,-0.00038205591697958223,3.8489426561200024
9.0,8.0,-0.00037568199321202136,5.054010776977973
9.0,9.0,-0.0008015823015393259,6.193235583697685
10.0,0.0,0.002214059731408007,-9.88690518951356
10.0,1.0,0.00160407575210776,-7.125019209241666
10.0,2.0,0.0008491691954267113,-3.899028411134858
10.0,3.0,0.00012566589773583983,-0.7897668795933316
10.0,4.0,0.0,-0.2991464994289915
10.0,5.0,-0.0005432587765157595,2.230477608035633
10.0,6.0,-0.0006833633171628389,3.1081927060866734
10.0,7.0,-0.0010352347246546914,4.688265229481008
10.0,8.0,-0.0011860559852389567,5.512223610850002
10.0,9.0,-0.0013508167743395032,6.46070703445918
11.0,0.0,0.0008776032377715022,-4.827052168563327
11.0,1.0,0.0006069823768946349,-3.4165436901417747
11.0,2.0,0.0,-2.1522700897576303
11.0,3.0,-0.00026241222188347753,-0.9257813128506703
11.0,4.0,-0.00040167373879467665,-0.10678909005366766
11.0,5.0,-0.0005864342136031494,0.6810545929883495
11.0,6.0,-0.0003487069232355243,1.3768166363778556
11.0,7.0,0.0,1.6578872328404781
11.0,8.0,0.0,3.0612525875674277
11.0,9.0,0.0,4.651425301593058
12.0,0.0,-0.00031004312166981113,2.9290416171235023
12.0,1.0,0.00048671473782636496,-0.21750458031799025
12.0,2.0,0.0011047745265785555,-4.5546442712855
12.0,3.0,0.001653335236727103,-8.231185835580987
12.0,4.0,0.0020095366722522375,-8.182547572396736
12.0,5.0,0.0013576464986817024,-4.976591155748306
12.0,6.0,0.00034711552895407564,-2.8995167031885334
12.0,7.0,-0.001013094211307083,2.316726721875511
12.0,8.0,-0.0022266641154261007,8.937888586185755
12.0,9.0,-0.00340932175261703,14.87833319333328
13.0,0.0,0.0012562024253184164,-3.8746086792974395
13.0,1.0,-0.003216472409988822,5.927884589881376
13.0,2.0,-0.0008321048908598921,0.2971685127888761
13.0,3.0,0.0013675069400969986,-4.121886651292585
13.0,4.0,0.00161677116742214,-5.5438875069601785
13.0,5.0,0.0014667860414883786,-5.198696701906535
13.0,6.0,0.0011816142108088425,-3.920830811682892
13.0,7.0,0.0,1.8615900321699093
13.0,8.0,-0.0008223802631551534,5.106499558018116
13.0,9.0,-0.0019277425915263013,9.4667676582805
14.0,0.0,0.0023575463091378077,-10.743946923792674
14.0,1.0,0.0014888206095632587,-6.416458805097381
14.0,2.0,0.0006537877379131325,-2.429717137823017
14.0,3.0,0.0,0.43143177073600647
14.0,4.0,0.0,0.6365570488353298
14.0,5.0,-0.00035378228282097353,1.9981164662163517
14.0,6.0,-0.0005318600425174085,2.5627762981799096
14.0,7.0,-0.0013471606742447876,5.8859624111031446
14.0,8.0,-0.0011928828325822787,4.608793325149871
14.0,9.0,-0.001173645144295945,3.4664855464924553
15.0,0.0,0.001865071787511805,-8.447180162779508
15.0,1.0,0.0014032722484210436,-7.215453766854974
15.0,2.0,0.0012055141409151706,-7.0963619487174885
15.0,3.0,0.000882947863768327,-5.385257612847498
15.0,4.0,0.0005072214410888078,-2.2491564091931555
15.0,5.0,0.0,0.3165941692063828
15.0,6.0,-0.00033460194682794023,2.412969881915446
15.0,7.0,-0.0008183126098439677,4.114932925934035
15.0,8.0,-0.001757772971497801,8.288882686652984
15.0,9.0,-0.003064638286041718,15.260030236683779
16.0,0.0,-0.005783189402802269,-5.7328323597824715
16.0,1.0,0.003549848896058546,-3.504008665054899
16.0,2.0,0.006146274755644986,-2.136538944367401
16.0,3.0,0.005267989712431282,-0.4300207635730189
16.0,4.0,0.0034032539830942034,1.1867203208454082
16.0,5.0,0.0016834581279386162,1.801763329535176
16.0,6.0,0.00046929373342286624,2.7477148515771517
16.0,7.0,-0.0012220108579221428,3.499352085298852
16.0,8.0,-0.0038177111935262394,2.957894661836363
16.0,9.0,-0.009697207754339807,-0.3900445163151911
17.0,0.0,0.00739612374246697,-6.314098475301209
17.0,1.0,0.006939307533574733,-4.547062499141601
17.0,2.0,0.0034980492064683203,-3.5967115874512654
17.0,3.0,0.002546904759528983,-0.04131283414095854
17.0,4.0,0.0006651895954958029,0.9998793542585691
17.0,5.0,-0.001541310189236235,1.706219325637257
17.0,6.0,-0.002443964836469898,2.9434439015086102
17.0,7.0,-0.0038105667388736502,2.8411377853291095
17.0,8.0,-0.005186859512272702,3.0921725853421558
17.0,9.0,-0.008062873560682358,2.916332443959347
18.0,0.0,-0.006152582798799544,-2.77232903331726
18.0,1.0,-0.0027154390793654067,0.5296401472134955
18.0,2.0,0.0,1.7216137875572322
18.0,3.0,0.0,2.2131284299692795
18.0,4.0,0.0017452284122952922,1.0311128227982893
18.0,5.0,0.0032365324275032675,0.6962652165387246
18.0,6.0,0.004216012328391011,-0.5695370895518357
18.0,7.0,0.003746573453640188,-0.7260845663436344
18.0,8.0,0.0011230359019839958,-0.9477864053113286
18.0,9.0,-0.005037315853273278,-1.1760233095529857
19.0,0.0,-0.004520138608622828,-1.71500567508792
19.0,1.0,-0.002245225924702218,0.2006170975948709
19.0,2.0,-0.001571679873222275,1.2121142398578195
19.0,3.0,0.0010812501542693093,1.0817162582922086
19.0,4.0,0.002362016668446005,0.9312059515730717
19.0,5.0,0.0037417360689057863,0.21225105418457346
19.0,6.0,0.0032251164791071993,-0.00923596618632061
19.0,7.0,0.002309660180828952,-0.8279907472989063
19.0,8.0,0.0,-0.6486192482536676
19.0,9.0,-0.004330581562909763,-0.43705296467570154
